AttachmentDescription
identifier,name,shortDescription,longDescription,languageId,delete
WPants_Atct_1,Jeans,Jeans classico. 20% di sconto sul vostro paio di jeans preferito,,-4,0
WPants_Atct_1,Jeans,Klassische Jeans - 20% auf Ihre Lieblings-Jeans,,-3,0
WPants_Atct_1,Jeans,"Jeans de style classique, moins 20 % sur votre paire préférée",,-2,0
WPants_Atct_1,Jeans,Classic Jeans 20% off your favorite pair,,-1,0
WPants_Atct_2,Skórzane paski,Skórzane paski - 20% zniżki na całą kolekcję,,-22,0
WPants_Atct_2,Curele de piele,Curele de piele 20% reducere la întreaga colecţie,,-21,0
WPants_Atct_2,Кожаные ремни,Кожаные ремни: скидка 20% на всю нашу коллекцию,,-20,0
WPants_Atct_2,革ベルト,革ベルト コレクション全品 20% 割引,,-10,0
WPants_Atct_2,가죽 벨트,가죽 벨트 20% 할인 - 전체 콜렉션,,-9,0
WPants_Atct_2,皮帶,皮帶 全面八折,,-8,0
WPants_Atct_2,皮带,皮带全系列 20% 折扣,,-7,0
WPants_Atct_2,Cintos de Couro,Cintos de Couro 20% de desconto em toda a nossa coleção,,-6,0
WPants_Atct_2,Cinturones de piel ,Cinturones de piel: 20% de descuento en toda nuestra colección,,-5,0
WPants_Atct_2,Cinture in pelle,Cinture in pelle. 20% di sconto sull'intera collezione,,-4,0
WPants_Atct_2,Ledergürtel,Ledergürtel - 20% auf die gesamte Kollektion,,-3,0
WPants_Atct_2,Ceintures en cuir,"Ceintures en cuir, moins 20 % sur toute la collection",,-2,0
WPants_Atct_2,Leather Belts,Leather Belts 20% off our entire collection,,-1,0
WSB_Atct_1,Spodnie dżinsowe,Klasyczne spodnie dżinsowe - 20% zniżki na ulubioną parę,,-22,0
WSB_Atct_1,Blugi,Blugi clasici 20% reducere la perechea dumneavoastră preferată,,-21,0
WSB_Atct_1,Джинсы,Классические джинсы: скидка 20% на вашу любимую пару,,-20,0
WSB_Atct_1,ジーンズ,定番ジーンズ お気に入りの 1 着が 20% 割引,,-10,0
WSB_Atct_1,청바지,인기 있는 클래식 진 20% 할인,,-9,0
WSB_Atct_1,牛仔褲 ,經典款牛仔褲 最紅款式八折,,-8,0
WSB_Atct_1,牛仔裤,您最喜爱的一条经典牛仔裤可享受 20% 折扣,,-7,0
WSB_Atct_1,Confortáveis,Jeans Clássicos 20% de desconto em seu par favorito,,-6,0
WSB_Atct_1,Tejanos,Tejanos clásicos: 20% de descuento en su par favorito,,-5,0
WSB_Atct_1,Jeans,Jeans classico. 20% di sconto sul vostro paio di jeans preferito,,-4,0
WSB_Atct_1,Jeans,Klassische Jeans - 20% auf Ihre Lieblings-Jeans,,-3,0
WSB_Atct_1,Jeans,"Jeans de style classique, moins 20 % sur votre paire préférée",,-2,0
WSB_Atct_1,Jeans,Classic Jeans 20% off your favorite pair,,-1,0
WSB_Atct_2,Koszule i bluzki,Koszule i bluzki - 25% zniżki na całą kolekcję,,-22,0
WSB_Atct_2,Cămăşi şi bluze,Cămăşi & Bluze 25% reducere la întreaga colecţie,,-21,0
WSB_Atct_2,Рубашки и блузы,Рубашки и блузы: скидка 25% на всю нашу коллекцию,,-20,0
WSB_Atct_2,シャツおよびブラウス,シャツおよびブラウス コレクション全品 25% 割引,,-10,0
WSB_Atct_2,셔츠 & 블라우스,셔츠 & 블라우스 전 콜렉션 25% 할인,,-9,0
WSB_Atct_2,襯衫和短衫,襯衫和短衫 全面七五折,,-8,0
WSB_Atct_2,衬衫和短衫,衬衫和短衫全系列 25% 折扣,,-7,0
WSB_Atct_2,Camisas e Blouses,Camisas e Blusas 25% de desconto em toda a nossa coleção,,-6,0
WSB_Atct_2,Camisas y Blusas ,Camisas y blusas: 25% de descuento en toda nuestra colección,,-5,0
WSB_Atct_2,Camicie e camicette,Camicie e camicette. 25% di sconto sull'intera collezione,,-4,0
WSB_Atct_2,Shirts und Blusen,Shirts & Blusen - 25% auf unsere gesamte Kollektion,,-3,0
WSB_Atct_2,Chemisiers et corsages,"Chemisiers et corsages, moins 25 % sur toute la collection",,-2,0
WSB_Atct_2,Shirts and Blouses,Shirts & Blouses 25% off our entire collection,,-1,0
WSh_Atct_1,Gwiazda wieczoru,Gwiazda wieczoru - 15% zniżki na suknie wieczorowe,,-22,0
WSh_Atct_1,Strălucire de seară,Strălucitoare de seară 15% reducere la rochii' de seară femei,,-21,0
WSh_Atct_1,Вечерний блеск,Вечерний блеск: скидка 15% на все женские вечерние платья,,-20,0
WSh_Atct_1,ラメ入りイブニング・ドレス,ラメ入りイブニング・ドレス 婦人用イブニング・ドレスが 15% 割引,,-10,0
WSh_Atct_1,이브닝 스파클,여성용 이브닝 스파클 드레스 15% 할인,,-9,0
WSh_Atct_1,亮麗晚宴洋裝,亮麗晚宴洋裝 晚宴洋裝八五折,,-8,0
WSh_Atct_1,闪亮晚裙,闪亮晚裙享受所有女士晚裙 15% 折扣,,-7,0
WSh_Atct_1,Brilho na Noite,Brilho na Noite 15% de desconto em vestidos de noite,,-6,0
WSh_Atct_1,Noche estelar,Noche estelar: 15% de descuento en trajes de noche de señora,,-5,0
WSh_Atct_1,Evening Sparkle,Evening Sparkle. 15% di sconto su abiti da sera da donna,,-4,0
WSh_Atct_1,Glanzvoller Abend,Glanzvoller Abend - 15% auf alle Abendkleider,,-3,0
WSh_Atct_1,Reine d'un soir,"Reine d'un soir, moins 15 % sur les robes de soirée",,-2,0
WSh_Atct_1,Evening Sparkle,Evening Sparkle 15% off women's evening dresses,,-1,0
WSh_Atct_2,Wyprzedaż obuwia,"Wyprzedaż obuwia damskiego - kup dwie pary, a trzecią dostaniesz za darmo",,-22,0
WSh_Atct_2,Reduceri pantofi,"Reducere' pantofi femei Cumperi 2 perechi, o primeşti pe a 3-a pe gratis",,-21,0
WSh_Atct_2,Распродажа обуви,Распродажа женской обуви: при покупке двух пар третья - бесплатно,,-20,0
WSh_Atct_2,靴の特売,婦人靴の特売 2 足購入すれば、3 足目が無料,,-10,0
WSh_Atct_2,신발 판매,여성용 신발 두 켤레 구매 시 한 켤레 무료 증정,,-9,0
WSh_Atct_2,鞋子特賣,女鞋特賣 買兩雙再送一雙,,-8,0
WSh_Atct_2,鞋子促销,女鞋促销 - 购买 2 双，第 3 双免费,,-7,0
WSh_Atct_2,Venda de Sapatos,"Venda de Sapatos Femininos Compre 2 pares, ganhe o terceiro grátis",,-6,0
WSh_Atct_2,Venta de calzado,Venta de calzado de mujer: compre dos pares y llévese el tercero gratis  ,,-5,0
WSh_Atct_2,Offerta scarpe,"Offerta scarpe da donna. Acquistando 2 paia di scarpe, il terzo è in omaggio",,-4,0
WSh_Atct_2,Schuhe - Angebote,"Angebot für Frauenschuhe - 3 Paar kaufen, 2 Paar bezahlen",,-3,0
WSh_Atct_2,Soldes sur les chaussures,"Soldes sur les chaussures pour femme, pour 2 paires achetées, la troisième gratuite",,-2,0
WSh_Atct_2,Shoe Sale,"Women ' s Shoe Sale Buy 2 pairs, get the 3rd for free",,-1,0
WSk_Atct_1,Spodnie dżinsowe,Klasyczne spodnie dżinsowe - 20% zniżki na ulubioną parę,,-22,0
WSk_Atct_1,Blugi,Blugi clasici 20% reducere la perechea dumneavoastră preferată,,-21,0
WSk_Atct_1,Джинсы,Классические джинсы: скидка 20% на вашу любимую пару,,-20,0
WSk_Atct_1,ジーンズ,定番ジーンズ お気に入りの 1 着が 20% 割引,,-10,0
WSk_Atct_1,청바지,인기 있는 클래식 진 20% 할인,,-9,0
WSk_Atct_1,牛仔褲 ,經典款牛仔褲 最紅款式八折,,-8,0
WSk_Atct_1,牛仔裤,您最喜爱的一条经典牛仔裤可享受 20% 折扣,,-7,0
WSk_Atct_1,Confortáveis,Jeans Clássicos 20% de desconto em seu par favorito,,-6,0
WSk_Atct_1,Tejanos,Tejanos clásicos: 20% de descuento en su par favorito,,-5,0
WSk_Atct_1,Jeans,Jeans classico. 20% di sconto sul vostro paio di jeans preferito,,-4,0
WSk_Atct_1,Jeans,Klassische Jeans - 20% auf Ihre Lieblings-Jeans,,-3,0
WSk_Atct_1,Jeans,"Jeans de style classique, moins 20 % sur votre paire préférée",,-2,0
WSk_Atct_1,Jeans,Classic Jeans 20% off your favorite pair,,-1,0
WSk_Atct_2,Letnia wyprzedaż,Letnia wyprzedaż - 50% zniżki na letnie sukienki i spódniczki ,,-22,0
WSk_Atct_2,Reducere de vară,Reducere de vară 50% reducere la fustele şi rochiile' de vară femei ,,-21,0
WSk_Atct_2,Летняя распродажа,Летняя распродажа: скидка 50% на женские юбки и платья ,,-20,0
WSk_Atct_2,夏の在庫一掃,夏の在庫一掃 婦人用夏物スカートおよびワンピースが 50% 割引,,-10,0
WSk_Atct_2,하절기 창고 정리,여성용 여름 스커트 & 드레스 하절기 창고 정리 50% 할인,,-9,0
WSk_Atct_2,夏季清倉大拍賣,夏季清倉 夏季裙裝和洋裝半價,,-8,0
WSk_Atct_2,夏季大减价,夏季大减价 - 女孩夏季裙装 50% 折扣,,-7,0
WSk_Atct_2,Liquidação de Verão,Liquidação de Verão 50% de desconto em saias e vestidos de verão ,,-6,0
WSk_Atct_2,Liquidación de verano,"Liquidación de verano, ahorre un 50% en faldas y vestidos de mujer",,-5,0
WSk_Atct_2,Svendita abiti estivi,Svendita abiti estivi. 50% di sconto su gonne e abiti estivi da donna ,,-4,0
WSk_Atct_2,Sommerschlussverkauf,Sommerschlussverkauf - 50% auf Sommerröcke und -kleider für Frauen ,,-3,0
WSk_Atct_2,Soldes d'été,"Soldes d'été, moins 50 % sur les jupes et robes pour femme ",,-2,0
WSk_Atct_2,Summer Clearance,Summer Clearance 50% off women 's summer skirts and dresses ,,-1,0
WSw_Atct_1,Gwiazda wieczoru,Gwiazda wieczoru,,-22,0
WSw_Atct_1,Strălucire de seară,Strălucire de seară,,-21,0
WSw_Atct_1,Вечерний блеск,Вечерний блеск,,-20,0
WSw_Atct_1,ラメ入りイブニング・ドレス,ラメ入りイブニング・ドレス,,-10,0
WSw_Atct_1,이브닝 스파클,이브닝 스파클,,-9,0
WSw_Atct_1,亮麗晚宴洋裝,亮麗晚宴洋裝,,-8,0
WSw_Atct_1,闪亮晚裙,闪亮晚裙,,-7,0
WSw_Atct_1,Brilho na Noite,Brilho na Noite,,-6,0
WSw_Atct_1,Noche estelar,Noche estelar,,-5,0
WSw_Atct_1,Evening Sparkle,Evening Sparkle,,-4,0
WSw_Atct_1,Glanzvoller Abend,Glanzvoller Abend,,-3,0
WSw_Atct_1,Reine d'un soir,Reine d'un soir,,-2,0
WSw_Atct_1,Evening Sparkle,Evening Sparkle,,-1,0
WSw_Atct_2,Wygodne swetry,Wygodne swetry,,-22,0
WSw_Atct_2,Pulovere confortabile,Pulovere confortabile,,-21,0
WSw_Atct_2,Уютные свитеры,Уютные свитеры,,-20,0
WSw_Atct_2,暖かいセーター,暖かいセーター,,-10,0
WSw_Atct_2,포근한 스웨터,포근한 스웨터,,-9,0
WSw_Atct_2,保暖毛衣,保暖毛衣,,-8,0
WSw_Atct_2,舒适毛衣,舒适毛衣,,-7,0
WSw_Atct_2,Suéteres Confortáveis,Suéteres Confortáveis,,-6,0
WSw_Atct_2,Jerséis cómodos,Jerséis cómodos,,-5,0
WSw_Atct_2,Maglioni comodi,Maglioni comodi,,-4,0
WSw_Atct_2,Wohlfühlpullover,Wohlfühlpullover,,-3,0
WSw_Atct_2,Pulls tout doux,Pulls tout doux,,-2,0
WSw_Atct_2,Cozy Sweaters,Cozy Sweaters,,-1,0
Accessories_Atct_1,Krystaliczny obraz,Krystaliczny obraz - 15% zniżki na monitory,,-22,0
Accessories_Atct_1,Imagine cristal,Imagine cristal - 15% reducere la monitoare externe,,-21,0
Accessories_Atct_1,Кристально прозрачный,Кристально прозрачный - 15 % скидка на внешние дисплеи,,-20,0
Accessories_Atct_1,Crystal Clear,Crystal Clear 15% 割引 外に展示品,,-10,0
Accessories_Atct_1,투명한 크리스털,투명한 크리스털 15% 할인,,-9,0
Accessories_Atct_1,Crystal Clear,Crystal Clear 外接顯示器享有 15% 折扣,,-8,0
Accessories_Atct_1,清晰锐利,清晰锐利，外接显示器 15% 折扣,,-7,0
Accessories_Atct_1,Transparência de Cristal,Transparência de Cristal 15% de desconto em monitores externos,,-6,0
Accessories_Atct_1,Cristal transparente,Cristal transparente 15% de descuento en vitrinas exteriores,,-5,0
Accessories_Atct_1,Bicchieri da vino,Bicchieri da vino. 15% di sconto sulle vetrine esterne,,-4,0
Accessories_Atct_1,Kristallklar,Kristallklar: 15% auf externe Bildschirme,,-3,0
Accessories_Atct_1,Crystal Clear,Moins 15 % sur les écrans Crystal Clear,,-2,0
Accessories_Atct_1,Crystal Clear,Crystal Clear 15% off external displays,,-1,0
Accessories_Atct_2,Zaoszczędź na akcesoriach,Zaoszczędź na akcesoriach - 25% zniżki na akcesoria komputerowe,,-22,0
Accessories_Atct_2,Economisiţi la accesorii,Economisiţi la accesorii - 25% reducere la accesoriile pentru computer,,-21,0
Accessories_Atct_2,Сэкономьте на аксессуарах,Сэкономьте на аксессуарах - 25 % скидка на аксессуары для компьютера,,-20,0
Accessories_Atct_2,アクセサリーの割引,アクセサリーの割引 25% 割引 コンピューター・アクセサリー,,-10,0
Accessories_Atct_2,부품 할인,부품 할인 컴퓨터 부품 25% 할인,,-9,0
Accessories_Atct_2,配件節省,配件節省電腦配件享有 25% 折扣,,-8,0
Accessories_Atct_2,配件价格优惠,配件价格优惠，计算机配件 25% 折扣,,-7,0
Accessories_Atct_2,Economize em Acessórios,Economize em Acessórios 25% de desconto em acessórios de computador,,-6,0
Accessories_Atct_2,Ahorre en accesorios,Ahorre en accesorios 25% de descuento en accesorios para ordenador,,-5,0
Accessories_Atct_2,Sconto sugli accessori,Sconto sugli accessori. 25% di conto sugli accessori per computer,,-4,0
Accessories_Atct_2,Beim Zubehör sparen,Beim Zubehör sparen: 25% auf Computerzubehör,,-3,0
Accessories_Atct_2,Faites des économies sur les accessoires,Bénéficiez de 25 % de réduction sur les accessoires informatiques,,-2,0
Accessories_Atct_2,Save on Accessories,Save on Accessories 25% off computer accessories,,-1,0
Appliances_Atct_1,Idealna za każdym razem,Idealna za każdym razem - 15% zniżki na ekspresy do kawy,,-22,0
Appliances_Atct_1,Perfect în orice moment,Perfect în orice moment - 15% reducere la aparatele pentru specialităţi de cafea,,-21,0
Appliances_Atct_1,Неизменное совершенство,Неизменное совершенство - скидка 15 % на специальный ассортимент кофеварок,,-20,0
Appliances_Atct_1,Perfect Every Time,Perfect Every Time 15% 割引 特製コーヒー・メーカー,,-10,0
Appliances_Atct_1,매 순간,매 순간 완벽한 특선 커피 메이커 15% 할인,,-9,0
Appliances_Atct_1,Perfect Every Time,Perfect Every Time 享有 15% 折扣的專業咖啡機,,-8,0
Appliances_Atct_1,完美表现每一次,完美表现每一次，专业咖啡机 15% 折扣,,-7,0
Appliances_Atct_1,Perfeitas Todas as Vezes,Perfeitas Todas as Vezes 15% de desconto em cafeteiras especiais,,-6,0
Appliances_Atct_1,Siempre perfecto,Siempre perfecto 15% de descuento en cafeteras especializadas,,-5,0
Appliances_Atct_1,Sempre perfetto,Sempre perfetto. 15% di sconto su macchine per il caffè speciali,,-4,0
Appliances_Atct_1,Jedesmal perfekt,Jedesmal perfekt: 15% Rabatt bei Kaffemaschinen,,-3,0
Appliances_Atct_1,La perfection à chaque fois,La perfection à chaque fois - Moins 15 % sur les cafetières Specialty Coffee,,-2,0
Appliances_Atct_1,Perfect Every Time,Perfect Every Time 15% off specialty coffee makers,,-1,0
Appliances_Atct_2,Duży rabat na duże AGD,Duży rabat na duże AGD - 15% zniżki na duże urządzenia AGD,,-22,0
Appliances_Atct_2,Economii mari la bucătărie,Economii mari la bucătărie 15% reducere la aparatura mare de bucătărie,,-21,0
Appliances_Atct_2,Экономьте на крупных кухонных аксессуарах,Экономьте на крупных кухонных аксессуарах: скидка 15 %  на крупные приспособления для кухни,,-20,0
Appliances_Atct_2,キッチン割引,キッチン割引 15% 割引 大キッチン電気器具,,-10,0
Appliances_Atct_2,대형 주방기기 할인,대형 주방기기 대형 주방기기 15% 할인,,-9,0
Appliances_Atct_2,廚房用具大優惠,廚房用具享有 15% 折扣廚房設備,,-8,0
Appliances_Atct_2,大型厨房设备优惠,大型厨房设备优惠，大型厨房设备 15% 折扣,,-7,0
Appliances_Atct_2,Grandes Economias na Cozinha,Grandes Economias na Cozinha 15% de desconto em grandes eletrodomésticos de cozinha,,-6,0
Appliances_Atct_2,Grandes ahorros en la cocina,Grandes ahorros en la cocina 15% de descuento en grandes electrodomésticos,,-5,0
Appliances_Atct_2,Sconti sui grandi elettrodomestici da cucina,Sconti sui grandi elettrodomestici da cucina. 15% di sconto sui grandi elettrodomestici da cucina,,-4,0
Appliances_Atct_2,Küchengeräteaktion,Küchengeräteaktion: 15% auf große Küchengeräte,,-3,0
Appliances_Atct_2,Réductions sur le gros électroménager de cuisine,Moins 15 % sur le gros électroménager de cuisine,,-2,0
Appliances_Atct_2,Big Kitchen Savings,Big Kitchen Savings 15% off large kitchen appliances,,-1,0
BathAcc_Atct_1,Bawełniane ręczniki,"Bawełniane ręczniki - kup dwa, a trzeci dostaniesz za darmo",,-22,0
BathAcc_Atct_1,Prosoape de bumbac,Cumăraţi 2 prosoape de bumbac şi îl primiţi pe al treilea pe gratis.,,-21,0
BathAcc_Atct_1,Хлопковые полотенца,Хлопковые полотенца - при покупке двух третье в подарок,,-20,0
BathAcc_Atct_1,綿タオル,綿タオル 2 枚購入すれば、3 枚目が無料,,-10,0
BathAcc_Atct_1,면 타월,면 타월 2개 구입시 세번째 타월은 무료 증정,,-9,0
BathAcc_Atct_1,棉毛巾,棉毛巾特賣，買 2 送 1,,-8,0
BathAcc_Atct_1,棉质毛巾,棉质毛巾，购买 2 条，第 3 条免费,,-7,0
BathAcc_Atct_1,Toalhas de Algodão,"Toalhas de Algodão Compre duas, ganhe a terceira grátis",,-6,0
BathAcc_Atct_1,Toallas de algodón,Toallas de algodón Compre 2 y llévese otra gratis,,-5,0
BathAcc_Atct_1,Asciugamani in cotone,"Asciugamani in cotone. Acquistando 2 asciugamani, il terzo è in omaggio",,-4,0
BathAcc_Atct_1,Baumwollhandtücher,"Baumwollhandtücher: 3 Paar kaufen, nur 2 Paar bezahlen",,-3,0
BathAcc_Atct_1,Serviettes en coton,"Serviettes en coton Pour 2 serviettes achetées, la troisième gratuite",,-2,0
BathAcc_Atct_1,Cotton Towels,"Cotton Towels Buy 2, get the 3rd for free",,-1,0
BathAcc_Atct_2,Akcesoria łazienkowe,50% zniżki na akcesoria łazienkowe,,-22,0
BathAcc_Atct_2,Accesorii baie,50% reducere al accesoriile pentru baie,,-21,0
BathAcc_Atct_2,Аксессуары для ванной комнаты,Скидка на аксессуары для ванной комнаты 50 %,,-20,0
BathAcc_Atct_2,バスルーム・アクセサリー,50% 割引 バスルーム・アクセサリー,,-10,0
BathAcc_Atct_2,욕실 액세서리,욕실 액세서리 50% 할인,,-9,0
BathAcc_Atct_2,浴室配件,浴室配件享有 50% 折扣,,-8,0
BathAcc_Atct_2,浴室配件,浴室配件 50% 折扣,,-7,0
BathAcc_Atct_2,Acessórios de Banheiro,50% de desconto em acessórios de banheiro,,-6,0
BathAcc_Atct_2,Accesorios de baño,50% de descuento en accesorios de baño,,-5,0
BathAcc_Atct_2,Accessori bagno,50% di sconto sugli accessori bagno,,-4,0
BathAcc_Atct_2,Badezimmer-Accessoires,50% auf Badezimmer-Accessoires,,-3,0
BathAcc_Atct_2,Accessoires de salle de bain,Moins 50 % sur les accessoires de salle de bain,,-2,0
BathAcc_Atct_2,Bathroom Accessories,50% off bathroom accessories,,-1,0
Components_Atct_1,Niestandardowe komputery stacjonarne,Niestandardowy komputer stacjonarny - zaprojektuj swój wymarzony system,,-22,0
Components_Atct_1,Desktop-uri personalizate,Desktop-uri personalizate - Proiectaţi-vă sistemul de vis,,-21,0
Components_Atct_1,Настраиваемые настольные компьютеры,Настраиваемые настольные компьютеры - создайте систему своей мечты,,-20,0
Components_Atct_1,カスタム・デスクトップ,カスタム・デスクトップ・デザイン 夢のシステム,,-10,0
Components_Atct_1,사용자 정의된 데스크탑,사용자 정의된 데스크탑이 꿈의 시스템을 설계,,-9,0
Components_Atct_1,自訂桌上型電腦,自訂桌上型電腦設計您的夢幻系統,,-8,0
Components_Atct_1,定制台式机,定制台式机，设计您的梦幻系统,,-7,0
Components_Atct_1,Desktops Personalizados,Desktops Personalizados Projete o sistema de seus sonhos,,-6,0
Components_Atct_1,Sistemas de sobremesa personalizados,Sistemas de sobremesa personalizados Diseñe el sistema que siempre ha soñado,,-5,0
Components_Atct_1,Desktop personalizzati,Desktop personalizzati. Progetta il sistema dei tuoi sogni,,-4,0
Components_Atct_1,Individuelle Desktops,Individuelle Desktops: Stellen Sie Ihr Wunschsystem zusammen,,-3,0
Components_Atct_1,Bureaux personnalisés,Bureaux personnalisés Créez le système de vos rêves,,-2,0
Components_Atct_1,Custom Desktops,Custom Desktops Design your dream system,,-1,0
Components_Atct_2,Niestandardowe laptopy,"Niestandardowe laptopy - wybierz komponenty, których potrzebujesz",,-22,0
Components_Atct_2,Laptop-uri personalizate,Laptop-uri personalizate - Selectaţi componentele care vă satisfac necesităţile,,-21,0
Components_Atct_2,Настраиваемые портативные компьютеры,Настраиваемые портативные компьютеры - выбирайте компоненты по своим потребностям,,-20,0
Components_Atct_2,カスタム・ラップトップ,カスタム・ラップトップ 必要性に見合ったコンポーネントを選択してください,,-10,0
Components_Atct_2,사용자 정의된 랩탑,사용자 요구사항에 맞는 사용자 정의된 랩탑 구성요소,,-9,0
Components_Atct_2,自訂膝上型電腦,自訂膝上型電腦選取適合您需要的元件,,-8,0
Components_Atct_2,定制笔记本电脑,定制笔记本电脑 - 选择最能满足您需求的组件,,-7,0
Components_Atct_2,Laptops Personalizados,Laptops Personalizados Selecione os componentes adequados para suas necessidades,,-6,0
Components_Atct_2,Portátiles personalizados,Portátiles personalizados Seleccione los componentes según sus necesidades,,-5,0
Components_Atct_2,Laptop personalizzati,Laptop personalizzati. Seleziona i componenti adatti alle tue necessità,,-4,0
Components_Atct_2,Individuelle Laptops,Individuelle Laptops: Wählen Sie die Komponenten nach Ihren Wünschen,,-3,0
Components_Atct_2,Ordinateurs portables personnalisés,Ordinateurs portables personnalisés Sélectionnez les composants qui répondent à vos besoins,,-2,0
Components_Atct_2,Custom Laptops,Custom Laptops Select components that suit your needs,,-1,0
Desktops_Atct_1,Niestandardowy komputer stacjonarny,Niestandardowy komputer stacjonarny - zaprojektuj swój wymarzony system,,-22,0
Desktops_Atct_1,Desktop personalizat,Desktop-uri personalizate - Proiectaţi-vă sistemul de vis,,-21,0
Desktops_Atct_1,Настраиваемый персональный компьютер,Настраиваемые настольные компьютеры - создайте систему своей мечты,,-20,0
Desktops_Atct_1,カスタム・デスクトップ,カスタム・デスクトップ・デザイン 夢のシステム,,-10,0
Desktops_Atct_1,사용자 정의된 데스크탑,사용자 정의된 데스크탑이 꿈의 시스템을 설계,,-9,0
Desktops_Atct_1,自訂桌上型電腦,自訂桌上型電腦設計您的夢幻系統,,-8,0
Desktops_Atct_1,定制台式机,定制台式机，设计您的梦幻系统,,-7,0
Desktops_Atct_1,Desktop Personalizado,Desktops Personalizados Projete o sistema de seus sonhos,,-6,0
Desktops_Atct_1,Sistema de sobremesa personalizado,Sistemas de sobremesa personalizados Diseñe el sistema que siempre ha soñado,,-5,0
Desktops_Atct_1,Desktop personalizzati,Desktop personalizzati. Progetta il sistema dei tuoi sogni,,-4,0
Desktops_Atct_1,Individueller Desktop,Individuelle Desktops: Stellen Sie Ihr Wunschsystem zusammen,,-3,0
Desktops_Atct_1,Bureau personnalisé,Bureaux personnalisés Créez le système de vos rêves,,-2,0
Desktops_Atct_1,Custom Desktop,Custom Desktops Design your dream system,,-1,0
Desktops_Atct_2,Tańsze drukarki,Tańsze drukarki - 50% zniżki przy zakupie komputera stacjonarnego,,-22,0
Desktops_Atct_2,Economisiţi la imprimante,Economisiţi la imprimante - 50% reducere la orice cumpărare a unui desktop,,-21,0
Desktops_Atct_2,Сэкономьте на принтерах,Сэкономьте на принтерах - 50 % скидка на любое периферийное устройство для персонального компьютера,,-20,0
Desktops_Atct_2,プリンターの割引,プリンターの割引 50% 割引 どのデスクトップを購入でも,,-10,0
Desktops_Atct_2,프린터 할인,데스크탑 구입 시 프린터 50% 할인,,-9,0
Desktops_Atct_2,印表機節省,印表機節省搭配任一種桌上型電腦購買享有 50% 折扣,,-8,0
Desktops_Atct_2,打印机价格优惠,打印机价格优惠 - 与任意台式机一起购买可享受 50% 折扣,,-7,0
Desktops_Atct_2,Economize em Impressoras,Economize em Impressoras 50% de desconto com a compra de qualquer desktop,,-6,0
Desktops_Atct_2,Ahorre en impresoras,Ahorre en impresoras 50% de descuento con la compra de un sistema de sobremesa,,-5,0
Desktops_Atct_2,Sconto sulle stampanti,Sconto sulle stampanti. 50% di sconto con l'acquisto di un desktop,,-4,0
Desktops_Atct_2,Bei Druckern sparen,Bei Druckern sparen: 50% Rabatt beim Kauf eines Desktop-PCs,,-3,0
Desktops_Atct_2,Faites des économies sur les imprimantes,Moins 50% sur les imprimantes pour tout achat de bureau,,-2,0
Desktops_Atct_2,Save on Printers,Save on Printers 50% off with any desktop purchase,,-1,0
Dairy_Atct_1,Kremowy ser Camembert,Kremowy ser Camembert - tylko w tym tygodniu 36 zł/szt.,,-22,0
Dairy_Atct_1,Camembert cremos,"Camembert cremos - 12$ fiecare, doar în această săptămână",,-21,0
Dairy_Atct_1,Сливочный камамбер,Сливочный камамбер - только на этой неделе $12 за штуку,,-20,0
Dairy_Atct_1,Creamy Camembert,クリーミーな Camembert $12 今週のみ,,-10,0
Dairy_Atct_1,부드러운 카망베르,이번 주에만 부드러운 카망베르 치즈가 개당 $12 ,,-9,0
Dairy_Atct_1,乳酪,乳酪限本週每份 $12,,-8,0
Dairy_Atct_1,乳脂状卡门贝干酪,乳脂状卡门贝干酪 12 美元/块，仅限本周,,-7,0
Dairy_Atct_1,Camembert Cremoso,"Camembert Cremoso $12 cada, somente esta semana",,-6,0
Dairy_Atct_1,Camembert cremoso,Camembert cremoso 12 euros sólo esta semana,,-5,0
Dairy_Atct_1,Camembert cremoso,Camembert cremoso. $12 al pezzo. Solo questa settimana,,-4,0
Dairy_Atct_1,Cremiger Camembert,Cremiger Camembert: $12 pro Stück nur diese Woche!,,-3,0
Dairy_Atct_1,Camembert crémeux,"Bureaux personnalisés 12 $ pièce, cette semaine uniquement !",,-2,0
Dairy_Atct_1,Creamy Camembert,Creamy Camembert $12 each this week only,,-1,0
Dairy_Atct_2,Zdrowe mleko,"Zdrowe mleko - tylko w tym tygodniu 11,99 zł za 2 l",,-22,0
Dairy_Atct_2,Lapte răcoritor,"Lapte răcoritor - 3,99$ pentru cutioa de carton de 2L, doar această săptămână",,-21,0
Dairy_Atct_2,"Молоко, придающее силы","Молоко, придающее силы - только на этой неделе $3,99 за двухлитровый пакет",,-20,0
Dairy_Atct_2,Refreshing Milk,Refreshing Milk 2 L カートンあたり $3.99 今週のみ,,-10,0
Dairy_Atct_2,신선한 우유,이번 주에만 신선한 우유가 2L 통마다 $3.99 ,,-9,0
Dairy_Atct_2,鮮奶,鮮奶限本週每 2 公升桶裝 $3.99,,-8,0
Dairy_Atct_2,新鲜牛奶,新鲜牛奶 3.99/箱（2 升），仅限本周,,-7,0
Dairy_Atct_2,Leite Refrescante,"Leite Refrescante $3,99 por caixa de 2 l somente esta semana",,-6,0
Dairy_Atct_2,Leche fresca,"Leche fresca 3,99 los 2 litros, sólo esta semana",,-5,0
Dairy_Atct_2,Latte dissetante,"Latte dissetante. $3,99 a cartone da 2 litri. Solo questa settimana",,-4,0
